organ_index_id,source_embedding,source_row_id,organ,label,sample_id,image_path_final
985,fruit_embeddings.npy,3291,fruit,blossom_end_rot,roboflow_2291,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2291_5791.jpg
986,fruit_embeddings.npy,3293,fruit,blossom_end_rot,roboflow_2293,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2293_5793.jpg
987,fruit_embeddings.npy,3296,fruit,blossom_end_rot,roboflow_2296,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2296_5796.jpg
988,fruit_embeddings.npy,3297,fruit,blossom_end_rot,roboflow_2297,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2297_5797.jpg
989,fruit_embeddings.npy,3298,fruit,blossom_end_rot,roboflow_2298,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2298_5798.jpg
990,fruit_embeddings.npy,3300,fruit,blossom_end_rot,roboflow_2300,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2300_5800.jpg
991,fruit_embeddings.npy,3307,fruit,blossom_end_rot,roboflow_2307,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2307_5807.jpg
992,fruit_embeddings.npy,3310,fruit,blossom_end_rot,roboflow_2310,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2310_5810.jpg
993,fruit_embeddings.npy,3314,fruit,blossom_end_rot,roboflow_2314,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2314_5814.jpg
994,fruit_embeddings.npy,3318,fruit,blossom_end_rot,roboflow_2318,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2318_5818.jpg
995,fruit_embeddings.npy,3324,fruit,blossom_end_rot,roboflow_2324,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2324_5824.jpg
996,fruit_embeddings.npy,3325,fruit,blossom_end_rot,roboflow_2325,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2325_5825.jpg
997,fruit_embeddings.npy,3328,fruit,blossom_end_rot,roboflow_2328,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2328_5828.jpg
998,fruit_embeddings.npy,3329,fruit,blossom_end_rot,roboflow_2329,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2329_5829.jpg
999,fruit_embeddings.npy,3331,fruit,blossom_end_rot,roboflow_2331,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2331_5831.jpg
1000,fruit_embeddings.npy,3335,fruit,blossom_end_rot,roboflow_2335,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2335_5835.jpg
1001,fruit_embeddings.npy,3338,fruit,blossom_end_rot,roboflow_2338,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2338_5838.jpg
1002,fruit_embeddings.npy,3345,fruit,blossom_end_rot,roboflow_2345,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2345_5845.jpg
1003,fruit_embeddings.npy,3348,fruit,blossom_end_rot,roboflow_2348,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2348_5848.jpg
1004,fruit_embeddings.npy,3350,fruit,blossom_end_rot,roboflow_2350,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2350_5850.jpg
1005,fruit_embeddings.npy,3361,fruit,blossom_end_rot,roboflow_2361,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2361_5861.jpg
1006,fruit_embeddings.npy,3369,fruit,blossom_end_rot,roboflow_2369,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2369_5869.jpg
1007,fruit_embeddings.npy,3375,fruit,blossom_end_rot,roboflow_2375,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2375_5875.jpg
1008,fruit_embeddings.npy,3384,fruit,blossom_end_rot,roboflow_2384,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2384_5884.jpg
1009,fruit_embeddings.npy,3385,fruit,blossom_end_rot,roboflow_2385,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2385_5885.jpg
1010,fruit_embeddings.npy,3386,fruit,blossom_end_rot,roboflow_2386,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2386_5886.jpg
1011,fruit_embeddings.npy,3388,fruit,blossom_end_rot,roboflow_2388,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2388_5888.jpg
1012,fruit_embeddings.npy,3396,fruit,blossom_end_rot,roboflow_2396,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2396_5896.jpg
1013,fruit_embeddings.npy,3397,fruit,blossom_end_rot,roboflow_2397,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2397_5897.jpg
1014,fruit_embeddings.npy,3399,fruit,blossom_end_rot,roboflow_2399,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2399_5899.jpg
1015,fruit_embeddings.npy,3409,fruit,blossom_end_rot,roboflow_2409,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2409_5909.jpg
1016,fruit_embeddings.npy,3412,fruit,blossom_end_rot,roboflow_2412,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2412_5912.jpg
1017,fruit_embeddings.npy,3418,fruit,blossom_end_rot,roboflow_2418,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2418_5918.jpg
1018,fruit_embeddings.npy,3419,fruit,blossom_end_rot,roboflow_2419,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2419_5919.jpg
1019,fruit_embeddings.npy,3420,fruit,blossom_end_rot,roboflow_2420,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2420_5920.jpg
1020,fruit_embeddings.npy,3426,fruit,blossom_end_rot,roboflow_2426,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2426_5926.jpg
1021,fruit_embeddings.npy,3429,fruit,blossom_end_rot,roboflow_2429,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2429_5929.jpg
1022,fruit_embeddings.npy,3431,fruit,blossom_end_rot,roboflow_2431,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2431_5931.jpg
1023,fruit_embeddings.npy,3433,fruit,blossom_end_rot,roboflow_2433,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2433_5933.jpg
1024,fruit_embeddings.npy,3435,fruit,blossom_end_rot,roboflow_2435,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2435_5935.jpg
1025,fruit_embeddings.npy,3439,fruit,blossom_end_rot,roboflow_2439,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2439_5939.jpg
1026,fruit_embeddings.npy,3445,fruit,blossom_end_rot,roboflow_2445,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2445_5945.jpg
1027,fruit_embeddings.npy,3446,fruit,blossom_end_rot,roboflow_2446,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2446_5946.jpg
1028,fruit_embeddings.npy,3450,fruit,blossom_end_rot,roboflow_2450,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2450_5950.jpg
1029,fruit_embeddings.npy,3451,fruit,blossom_end_rot,roboflow_2451,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2451_5951.jpg
1030,fruit_embeddings.npy,3455,fruit,blossom_end_rot,roboflow_2455,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2455_5955.jpg
1031,fruit_embeddings.npy,3456,fruit,blossom_end_rot,roboflow_2456,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2456_5956.jpg
1032,fruit_embeddings.npy,3458,fruit,blossom_end_rot,roboflow_2458,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2458_5958.jpg
1033,fruit_embeddings.npy,3459,fruit,blossom_end_rot,roboflow_2459,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2459_5959.jpg
1034,fruit_embeddings.npy,3467,fruit,blossom_end_rot,roboflow_2467,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2467_5967.jpg
1035,fruit_embeddings.npy,3469,fruit,blossom_end_rot,roboflow_2469,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2469_5969.jpg
1036,fruit_embeddings.npy,3478,fruit,blossom_end_rot,roboflow_2478,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2478_5978.jpg
1037,fruit_embeddings.npy,3484,fruit,blossom_end_rot,roboflow_2484,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2484_5984.jpg
1038,fruit_embeddings.npy,3485,fruit,blossom_end_rot,roboflow_2485,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2485_5985.jpg
1039,fruit_embeddings.npy,3492,fruit,blossom_end_rot,roboflow_2492,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2492_5992.jpg
1040,fruit_embeddings.npy,3494,fruit,blossom_end_rot,roboflow_2494,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2494_5994.jpg
1041,fruit_embeddings.npy,3497,fruit,blossom_end_rot,roboflow_2497,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2497_5997.jpg
1042,fruit_embeddings.npy,3501,fruit,blossom_end_rot,roboflow_2501,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2501_6001.jpg
1043,fruit_embeddings.npy,3502,fruit,blossom_end_rot,roboflow_2502,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2502_6002.jpg
1044,fruit_embeddings.npy,3503,fruit,blossom_end_rot,roboflow_2503,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2503_6003.jpg
1045,fruit_embeddings.npy,3506,fruit,blossom_end_rot,roboflow_2506,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2506_6006.jpg
1046,fruit_embeddings.npy,3507,fruit,blossom_end_rot,roboflow_2507,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2507_6007.jpg
1047,fruit_embeddings.npy,3509,fruit,blossom_end_rot,roboflow_2509,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2509_6009.jpg
1048,fruit_embeddings.npy,3510,fruit,blossom_end_rot,roboflow_2510,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\blossom_end_rot\roboflow_roboflow_2510_6010.jpg
1049,fruit_embeddings.npy,3517,fruit,healthy,roboflow_2517,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2517_6017.jpg
1050,fruit_embeddings.npy,3518,fruit,healthy,roboflow_2518,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2518_6018.jpg
1051,fruit_embeddings.npy,3519,fruit,healthy,roboflow_2519,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2519_6019.jpg
1052,fruit_embeddings.npy,3520,fruit,healthy,roboflow_2520,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2520_6020.jpg
1053,fruit_embeddings.npy,3522,fruit,healthy,roboflow_2522,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2522_6022.jpg
1054,fruit_embeddings.npy,3523,fruit,healthy,roboflow_2523,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2523_6023.jpg
1055,fruit_embeddings.npy,3524,fruit,healthy,roboflow_2524,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2524_6024.jpg
1056,fruit_embeddings.npy,3529,fruit,healthy,roboflow_2529,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2529_6029.jpg
1057,fruit_embeddings.npy,3531,fruit,healthy,roboflow_2531,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2531_6031.jpg
1058,fruit_embeddings.npy,3535,fruit,healthy,roboflow_2535,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2535_6035.jpg
1059,fruit_embeddings.npy,3538,fruit,healthy,roboflow_2538,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2538_6038.jpg
1060,fruit_embeddings.npy,3539,fruit,healthy,roboflow_2539,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2539_6039.jpg
1061,fruit_embeddings.npy,3540,fruit,healthy,roboflow_2540,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2540_6040.jpg
1062,fruit_embeddings.npy,3546,fruit,healthy,roboflow_2546,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2546_6046.jpg
1063,fruit_embeddings.npy,3548,fruit,healthy,roboflow_2548,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2548_6048.jpg
1064,fruit_embeddings.npy,3549,fruit,healthy,roboflow_2549,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2549_6049.jpg
1065,fruit_embeddings.npy,3556,fruit,healthy,roboflow_2556,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2556_6056.jpg
1066,fruit_embeddings.npy,3559,fruit,healthy,roboflow_2559,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2559_6059.jpg
1067,fruit_embeddings.npy,3563,fruit,healthy,roboflow_2563,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2563_6063.jpg
1068,fruit_embeddings.npy,3567,fruit,healthy,roboflow_2567,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2567_6067.jpg
1069,fruit_embeddings.npy,3573,fruit,healthy,roboflow_2573,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2573_6073.jpg
1070,fruit_embeddings.npy,3574,fruit,healthy,roboflow_2574,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2574_6074.jpg
1071,fruit_embeddings.npy,3575,fruit,healthy,roboflow_2575,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2575_6075.jpg
1072,fruit_embeddings.npy,3576,fruit,healthy,roboflow_2576,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2576_6076.jpg
1073,fruit_embeddings.npy,3579,fruit,healthy,roboflow_2579,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2579_6079.jpg
1074,fruit_embeddings.npy,3580,fruit,healthy,roboflow_2580,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2580_6080.jpg
1075,fruit_embeddings.npy,3584,fruit,healthy,roboflow_2584,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2584_6084.jpg
1076,fruit_embeddings.npy,3592,fruit,healthy,roboflow_2592,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2592_6092.jpg
1077,fruit_embeddings.npy,3593,fruit,healthy,roboflow_2593,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2593_6093.jpg
1078,fruit_embeddings.npy,3596,fruit,healthy,roboflow_2596,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2596_6096.jpg
1079,fruit_embeddings.npy,3599,fruit,healthy,roboflow_2599,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2599_6099.jpg
1080,fruit_embeddings.npy,3600,fruit,healthy,roboflow_2600,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2600_6100.jpg
1081,fruit_embeddings.npy,3603,fruit,healthy,roboflow_2603,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2603_6103.jpg
1082,fruit_embeddings.npy,3606,fruit,healthy,roboflow_2606,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2606_6106.jpg
1083,fruit_embeddings.npy,3607,fruit,healthy,roboflow_2607,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2607_6107.jpg
1084,fruit_embeddings.npy,3614,fruit,healthy,roboflow_2614,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2614_6114.jpg
1085,fruit_embeddings.npy,3618,fruit,healthy,roboflow_2618,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2618_6118.jpg
1086,fruit_embeddings.npy,3620,fruit,healthy,roboflow_2620,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2620_6120.jpg
1087,fruit_embeddings.npy,3623,fruit,healthy,roboflow_2623,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2623_6123.jpg
1088,fruit_embeddings.npy,3629,fruit,healthy,roboflow_2629,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2629_6129.jpg
1089,fruit_embeddings.npy,3632,fruit,healthy,roboflow_2632,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2632_6132.jpg
1090,fruit_embeddings.npy,3634,fruit,healthy,roboflow_2634,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2634_6134.jpg
1091,fruit_embeddings.npy,3635,fruit,healthy,roboflow_2635,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2635_6135.jpg
1092,fruit_embeddings.npy,3636,fruit,healthy,roboflow_2636,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2636_6136.jpg
1093,fruit_embeddings.npy,3637,fruit,healthy,roboflow_2637,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2637_6137.jpg
1094,fruit_embeddings.npy,3640,fruit,healthy,roboflow_2640,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2640_6140.jpg
1095,fruit_embeddings.npy,3645,fruit,healthy,roboflow_2645,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2645_6145.jpg
1096,fruit_embeddings.npy,3650,fruit,healthy,roboflow_2650,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2650_6150.jpg
1097,fruit_embeddings.npy,3658,fruit,healthy,roboflow_2658,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2658_6158.jpg
1098,fruit_embeddings.npy,3659,fruit,healthy,roboflow_2659,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2659_6159.jpg
1099,fruit_embeddings.npy,3667,fruit,healthy,roboflow_2667,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2667_6167.jpg
1100,fruit_embeddings.npy,3669,fruit,healthy,roboflow_2669,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2669_6169.jpg
1101,fruit_embeddings.npy,3670,fruit,healthy,roboflow_2670,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2670_6170.jpg
1102,fruit_embeddings.npy,3673,fruit,healthy,roboflow_2673,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2673_6173.jpg
1103,fruit_embeddings.npy,3674,fruit,healthy,roboflow_2674,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2674_6174.jpg
1104,fruit_embeddings.npy,3686,fruit,healthy,roboflow_2686,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2686_6186.jpg
1105,fruit_embeddings.npy,3688,fruit,healthy,roboflow_2688,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2688_6188.jpg
1106,fruit_embeddings.npy,3689,fruit,healthy,roboflow_2689,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2689_6189.jpg
1107,fruit_embeddings.npy,3693,fruit,healthy,roboflow_2693,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2693_6193.jpg
1108,fruit_embeddings.npy,3694,fruit,healthy,roboflow_2694,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2694_6194.jpg
1109,fruit_embeddings.npy,3698,fruit,healthy,roboflow_2698,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2698_6198.jpg
1110,fruit_embeddings.npy,3702,fruit,healthy,roboflow_2702,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2702_6202.jpg
1111,fruit_embeddings.npy,3704,fruit,healthy,roboflow_2704,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2704_6204.jpg
1112,fruit_embeddings.npy,3710,fruit,healthy,roboflow_2710,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2710_6210.jpg
1113,fruit_embeddings.npy,3715,fruit,healthy,roboflow_2715,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2715_6215.jpg
1114,fruit_embeddings.npy,3717,fruit,healthy,roboflow_2717,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2717_6217.jpg
1115,fruit_embeddings.npy,3719,fruit,healthy,roboflow_2719,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2719_6219.jpg
1116,fruit_embeddings.npy,3720,fruit,healthy,roboflow_2720,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2720_6220.jpg
1117,fruit_embeddings.npy,3722,fruit,healthy,roboflow_2722,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2722_6222.jpg
1118,fruit_embeddings.npy,3725,fruit,healthy,roboflow_2725,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2725_6225.jpg
1119,fruit_embeddings.npy,3726,fruit,healthy,roboflow_2726,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2726_6226.jpg
1120,fruit_embeddings.npy,3728,fruit,healthy,roboflow_2728,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2728_6228.jpg
1121,fruit_embeddings.npy,3738,fruit,healthy,roboflow_2738,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2738_6238.jpg
1122,fruit_embeddings.npy,3739,fruit,healthy,roboflow_2739,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2739_6239.jpg
1123,fruit_embeddings.npy,3741,fruit,healthy,roboflow_2741,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2741_6241.jpg
1124,fruit_embeddings.npy,3742,fruit,healthy,roboflow_2742,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2742_6242.jpg
1125,fruit_embeddings.npy,3744,fruit,healthy,roboflow_2744,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2744_6244.jpg
1126,fruit_embeddings.npy,3745,fruit,healthy,roboflow_2745,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2745_6245.jpg
1127,fruit_embeddings.npy,3748,fruit,healthy,roboflow_2748,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2748_6248.jpg
1128,fruit_embeddings.npy,3750,fruit,healthy,roboflow_2750,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2750_6250.jpg
1129,fruit_embeddings.npy,3752,fruit,healthy,roboflow_2752,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2752_6252.jpg
1130,fruit_embeddings.npy,3761,fruit,healthy,roboflow_2761,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2761_6261.jpg
1131,fruit_embeddings.npy,3762,fruit,healthy,roboflow_2762,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2762_6262.jpg
1132,fruit_embeddings.npy,3772,fruit,healthy,roboflow_2772,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2772_6272.jpg
1133,fruit_embeddings.npy,3773,fruit,healthy,roboflow_2773,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2773_6273.jpg
1134,fruit_embeddings.npy,3777,fruit,healthy,roboflow_2777,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2777_6277.jpg
1135,fruit_embeddings.npy,3782,fruit,healthy,roboflow_2782,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2782_6282.jpg
1136,fruit_embeddings.npy,3785,fruit,healthy,roboflow_2785,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2785_6285.jpg
1137,fruit_embeddings.npy,3787,fruit,healthy,roboflow_2787,C:\Users\Lenovo\Desktop\project\dataset_final\fruit\healthy\roboflow_roboflow_2787_6287.jpg
