sample_id,source,source_type,split,original_label,label,organ,image_path_raw,image_path_final,is_crop_needed,bbox_index,class_id,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_width,crop_height
mendeley_623,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0124.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_623_623.jpg,0,nan,nan,,,,,,
mendeley_624,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0125.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_624_624.jpg,0,nan,nan,,,,,,
mendeley_625,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0126.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_625_625.jpg,0,nan,nan,,,,,,
mendeley_626,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0127.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_626_626.jpg,0,nan,nan,,,,,,
mendeley_627,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0128.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_627_627.jpg,0,nan,nan,,,,,,
mendeley_628,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0129.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_628_628.jpg,0,nan,nan,,,,,,
mendeley_629,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0130.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_629_629.jpg,0,nan,nan,,,,,,
mendeley_630,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0131.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_630_630.jpg,0,nan,nan,,,,,,
mendeley_631,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0132.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_631_631.jpg,0,nan,nan,,,,,,
mendeley_632,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0133.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_632_632.jpg,0,nan,nan,,,,,,
mendeley_633,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0134.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_633_633.jpg,0,nan,nan,,,,,,
mendeley_634,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0135.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_634_634.jpg,0,nan,nan,,,,,,
mendeley_635,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0136.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_635_635.jpg,0,nan,nan,,,,,,
mendeley_636,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0137.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_636_636.jpg,0,nan,nan,,,,,,
mendeley_637,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0138.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_637_637.jpg,0,nan,nan,,,,,,
mendeley_638,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0139.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_638_638.jpg,0,nan,nan,,,,,,
mendeley_639,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0140.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_639_639.jpg,0,nan,nan,,,,,,
mendeley_640,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0141.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_640_640.jpg,0,nan,nan,,,,,,
mendeley_641,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0142.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_641_641.jpg,0,nan,nan,,,,,,
mendeley_642,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0143.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_642_642.jpg,0,nan,nan,,,,,,
mendeley_643,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0144.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_643_643.jpg,0,nan,nan,,,,,,
mendeley_644,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0145.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_644_644.jpg,0,nan,nan,,,,,,
mendeley_645,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0146.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_645_645.jpg,0,nan,nan,,,,,,
mendeley_646,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0147.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_646_646.jpg,0,nan,nan,,,,,,
mendeley_647,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0148.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_647_647.jpg,0,nan,nan,,,,,,
mendeley_648,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0149.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_648_648.jpg,0,nan,nan,,,,,,
mendeley_649,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0150.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_649_649.jpg,0,nan,nan,,,,,,
mendeley_650,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0151.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_650_650.jpg,0,nan,nan,,,,,,
mendeley_651,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0152.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_651_651.jpg,0,nan,nan,,,,,,
mendeley_652,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0153.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_652_652.jpg,0,nan,nan,,,,,,
mendeley_653,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0154.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_653_653.jpg,0,nan,nan,,,,,,
mendeley_654,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0155.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_654_654.jpg,0,nan,nan,,,,,,
mendeley_655,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0156.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_655_655.jpg,0,nan,nan,,,,,,
mendeley_656,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0157.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_656_656.jpg,0,nan,nan,,,,,,
mendeley_657,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0158.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_657_657.jpg,0,nan,nan,,,,,,
mendeley_658,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0159.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_658_658.jpg,0,nan,nan,,,,,,
mendeley_659,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0160.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_659_659.jpg,0,nan,nan,,,,,,
mendeley_660,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0161.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_660_660.jpg,0,nan,nan,,,,,,
mendeley_661,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0162.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_661_661.jpg,0,nan,nan,,,,,,
mendeley_662,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0163.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_662_662.jpg,0,nan,nan,,,,,,
mendeley_663,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0164.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_663_663.jpg,0,nan,nan,,,,,,
mendeley_664,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0165.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_664_664.jpg,0,nan,nan,,,,,,
mendeley_665,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0166.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_665_665.jpg,0,nan,nan,,,,,,
mendeley_666,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0167.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_666_666.jpg,0,nan,nan,,,,,,
mendeley_667,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0168.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_667_667.jpg,0,nan,nan,,,,,,
mendeley_668,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0169.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_668_668.jpg,0,nan,nan,,,,,,
mendeley_669,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0170.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_669_669.jpg,0,nan,nan,,,,,,
mendeley_670,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0171.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_670_670.jpg,0,nan,nan,,,,,,
mendeley_671,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0172.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_671_671.jpg,0,nan,nan,,,,,,
mendeley_672,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0173.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_672_672.jpg,0,nan,nan,,,,,,
mendeley_673,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0174.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_673_673.jpg,0,nan,nan,,,,,,
mendeley_674,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0175.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_674_674.jpg,0,nan,nan,,,,,,
mendeley_675,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0176.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_675_675.jpg,0,nan,nan,,,,,,
mendeley_676,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0177.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_676_676.jpg,0,nan,nan,,,,,,
mendeley_677,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0178.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_677_677.jpg,0,nan,nan,,,,,,
mendeley_678,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0179.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_678_678.jpg,0,nan,nan,,,,,,
mendeley_679,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0180.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_679_679.jpg,0,nan,nan,,,,,,
mendeley_680,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0181.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_680_680.jpg,0,nan,nan,,,,,,
mendeley_681,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0182.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_681_681.jpg,0,nan,nan,,,,,,
mendeley_682,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0183.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_682_682.jpg,0,nan,nan,,,,,,
mendeley_683,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0184.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_683_683.jpg,0,nan,nan,,,,,,
mendeley_684,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0185.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_684_684.jpg,0,nan,nan,,,,,,
mendeley_685,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0186.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_685_685.jpg,0,nan,nan,,,,,,
mendeley_686,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0187.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_686_686.jpg,0,nan,nan,,,,,,
mendeley_687,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0188.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_687_687.jpg,0,nan,nan,,,,,,
mendeley_688,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0189.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_688_688.jpg,0,nan,nan,,,,,,
mendeley_689,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0190.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_689_689.jpg,0,nan,nan,,,,,,
mendeley_690,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0191.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_690_690.jpg,0,nan,nan,,,,,,
mendeley_691,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0192.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_691_691.jpg,0,nan,nan,,,,,,
mendeley_692,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0193.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_692_692.jpg,0,nan,nan,,,,,,
mendeley_693,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0194.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_693_693.jpg,0,nan,nan,,,,,,
mendeley_694,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0195.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_694_694.jpg,0,nan,nan,,,,,,
mendeley_695,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0196.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_695_695.jpg,0,nan,nan,,,,,,
mendeley_696,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0197.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_696_696.jpg,0,nan,nan,,,,,,
mendeley_697,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0198.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_697_697.jpg,0,nan,nan,,,,,,
mendeley_698,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0199.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_698_698.jpg,0,nan,nan,,,,,,
mendeley_699,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0200.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_699_699.jpg,0,nan,nan,,,,,,
mendeley_700,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0201.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_700_700.jpg,0,nan,nan,,,,,,
mendeley_701,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0202.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_701_701.jpg,0,nan,nan,,,,,,
mendeley_702,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0203.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_702_702.jpg,0,nan,nan,,,,,,
mendeley_703,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0204.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_703_703.jpg,0,nan,nan,,,,,,
mendeley_704,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0205.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_704_704.jpg,0,nan,nan,,,,,,
mendeley_705,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0206.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_705_705.jpg,0,nan,nan,,,,,,
mendeley_706,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0207.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_706_706.jpg,0,nan,nan,,,,,,
mendeley_707,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0208.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_707_707.jpg,0,nan,nan,,,,,,
mendeley_708,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0209.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_708_708.jpg,0,nan,nan,,,,,,
mendeley_709,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0210.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_709_709.jpg,0,nan,nan,,,,,,
mendeley_710,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0211.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_710_710.jpg,0,nan,nan,,,,,,
mendeley_711,mendeley,folder_classification,unsplit,Early Blight Leaf,early_blight,leaf,C:\Users\Lenovo\Desktop\project\raw_datasets\mendeley\Early Blight Leaf\image_0212.png,C:\Users\Lenovo\Desktop\project\dataset_final\leaf\early_blight\mendeley_mendeley_711_711.jpg,0,nan,nan,,,,,,
